"ssn","zip_code","fico","num_late","past_def","num_bankruptcy"
940510013,90482,785,0,0,0
940571804,24573,594,0,0,0
940691843,63797,633,0,0,0
941263525,63041,776,0,0,0
941925794,44992,893,0,0,0
942443401,42634,804,1,0,0
942535089,12770,779,0,0,0
942737264,92404,730,0,0,0
943586267,33194,592,0,0,0
944615889,99686,801,0,0,0
944727336,82102,568,0,0,0
945122574,60066,839,1,0,0
945252065,71241,584,0,0,0
945633771,15500,702,0,0,0
945978919,71287,871,0,0,0
945993311,16945,720,0,0,0
946093936,97917,762,2,0,0
946395849,46412,739,0,0,0
946592509,33478,559,0,0,0
946764467,49738,646,4,0,0
946986483,73654,849,0,0,0
947657005,41528,671,0,0,0
947815498,94520,842,0,0,0
949024436,99977,577,2,0,0
949096963,70609,593,1,0,0
949287323,19917,691,3,1,1
949606424,84322,424,1,1,1
949753671,74526,794,0,0,0
949959473,67806,697,0,0,0
950010033,18839,778,1,0,0
950316159,42452,687,5,0,0
950524827,77563,804,2,0,0
950533453,88621,736,4,0,0
950986570,76855,677,0,0,0
951203612,84175,839,3,0,0
951417830,94658,619,2,0,0
951791163,40818,717,0,0,0
951867666,63179,881,0,0,0
952363279,35606,665,3,0,0
952901401,85228,609,1,0,0
952955817,68601,660,0,0,0
953375667,75935,816,0,0,0
953427655,38076,683,2,0,0
954060156,88875,760,2,0,0
954320138,44930,745,1,0,0
954687038,70379,809,0,0,0
954764890,97377,566,0,0,0
954787413,22217,831,0,0,0
955073341,18753,631,0,0,0
955282109,45296,712,0,0,0
955289282,67284,760,1,0,0
955323483,95351,764,2,0,0
955887177,19529,741,0,0,0
956308187,94210,670,0,0,0
956379513,59868,801,0,0,0
956620209,40246,628,1,0,0
957167860,76839,857,0,0,0
957247767,22870,623,1,0,0
957900800,58984,604,0,0,0
958287816,31146,648,0,0,0
958708173,70605,863,1,0,0
959266879,90320,664,0,0,0
959691522,20198,870,0,0,0
960042805,63966,741,1,0,0
960058512,19386,553,2,0,0
960297333,70592,508,1,1,3
960344236,20142,827,0,0,0
960806600,35050,441,1,1,1
960827362,75354,702,0,0,0
960865323,43760,846,2,0,0
961010817,25090,698,1,1,1
961079142,17288,610,0,0,0
961434823,68587,801,0,0,0
962546159,54412,844,3,0,0
962594365,57495,732,1,0,0
962844724,76103,561,1,0,0
963064496,81328,649,0,0,0
963180539,59979,851,0,0,0
963191541,58527,595,0,0,0
963366164,96446,639,0,0,0
963763702,33946,633,1,0,0
963966086,36666,668,0,0,0
964206538,62412,639,0,0,0
964323725,52867,568,0,0,0
966558239,84929,773,1,0,0
967062792,47358,769,1,0,0
967145420,95838,711,0,0,0
967424455,65583,851,1,0,0
967607572,56860,728,0,0,0
967689044,72850,739,1,0,0
967714349,42618,409,2,1,1
968110328,75619,578,1,0,0
968250449,96503,865,0,0,0
968660171,23465,734,0,0,0
968712405,82041,856,1,0,0
968881893,59042,822,1,0,0
969309068,77529,850,2,0,0
969588904,88747,556,0,0,0
969758292,86969,768,0,0,0
971131335,51267,838,1,0,0
971452901,20871,785,0,0,0
971720109,58854,555,0,0,0
972915242,29795,547,2,0,0
973103781,44147,683,0,0,0
973719508,23462,548,2,1,1
973899403,50931,666,3,0,0
973950853,21109,876,1,0,0
974159983,57596,621,3,1,1
974431415,42769,525,3,0,0
974725222,53788,757,0,0,0
975187286,36811,307,1,4,1
975525070,40578,762,3,0,0
976127691,13401,756,1,0,0
976252106,26021,742,1,0,0
976426746,53762,750,2,0,0
976618286,85033,550,1,0,0
976757977,44512,580,2,0,0
976871098,50940,741,1,0,0
977127201,18098,819,0,0,0
977968617,70499,640,1,2,1
978123845,54632,628,1,0,0
979212582,50234,536,4,0,0
979450669,47563,633,0,0,0
979481522,20320,624,3,0,0
979508694,78229,804,1,0,0
979669178,95732,659,0,0,0
980107085,50752,877,0,0,0
980641143,89260,554,0,0,0
980683869,16326,706,0,0,0
980691637,79755,811,0,0,0
980725841,25883,673,4,0,0
980739801,65442,602,1,0,0
980891841,18869,563,2,0,0
981155110,70538,669,0,0,0
981301611,40757,574,1,0,0
981336211,29046,738,1,0,0
981734487,97394,729,0,0,0
981810062,13416,535,3,0,0
981835992,70513,610,0,0,0
982068525,15339,666,0,0,0
982218235,96590,777,2,0,0
982285227,48032,844,0,0,0
982317063,86956,620,0,0,0
982471412,52207,713,0,0,0
982636390,19259,609,0,0,0
982822262,53935,620,0,0,0
983005893,13887,721,0,0,0
983059626,12161,729,4,0,0
983127176,86297,815,0,0,0
983584561,63855,838,1,0,0
983782106,88576,831,0,0,0
983835446,71024,678,1,0,0
983857615,59860,625,0,0,0
984562373,99663,563,3,0,0
984601089,39932,307,5,1,3
984748745,28549,813,1,0,0
984869878,16520,839,0,0,0
985669405,22613,642,1,1,1
986359908,13945,459,4,1,1
986995549,31097,692,3,0,0
987062402,33311,743,0,0,0
987520499,42975,835,0,0,0
987616527,69368,525,3,0,0
987902868,40278,860,0,0,0
988334618,35559,667,0,0,0
988442256,63383,589,1,0,0
988479075,65652,739,5,0,0
988930555,26249,701,0,0,0
989088967,81669,701,0,0,0
989247918,27380,401,1,1,3
989362403,26174,861,0,0,0
989750539,94077,673,1,0,0
990265873,21850,598,0,0,0
990644617,23968,748,1,0,0
990704167,80952,780,3,0,0
990885072,45906,804,0,0,0
991126663,25133,700,0,0,0
991284744,31785,595,2,0,0
991293370,64795,698,1,0,0
991473332,59343,732,0,0,0
991976484,73635,675,1,2,1
992049596,46103,670,0,0,0
992277219,36301,837,1,0,0
992418575,47751,792,2,0,0
992857070,58243,415,1,5,1
992884185,86797,610,2,0,0
993170588,24780,798,0,0,0
993384224,81609,818,0,0,0
993811209,75355,652,1,1,1
994181143,29554,793,3,0,0
994371534,63025,879,1,0,0
994612653,63003,603,0,0,0
995123396,30383,601,0,0,0
995145039,68651,610,0,0,0
995468544,97652,845,1,0,0
995581045,32009,576,0,0,0
995731077,77807,609,4,0,0
995818070,84485,861,0,0,0
995880771,77819,633,1,0,0
995909808,42215,717,1,0,0
996166006,49760,535,3,0,0
997501866,59631,754,1,0,0
997961477,91246,846,0,0,0
998103454,42449,683,3,0,0
999036628,63515,766,0,0,0
999092731,42294,734,0,0,0
999839778,33406,847,2,0,0
999952737,23543,804,0,0,0
999978522,42283,788,0,0,0
